sr_code,d_code,ts_code,tw_code,tw_name_eng,tw_name_mmr
MMR014,MMR014D001,MMR014001,MMR014001704,Shwenyaung Town,ရွှေညောင်
MMR014,MMR014D001,MMR014001,MMR014001701,Taunggyi Town,တောင်ကြီး
MMR014,MMR014S001,MMR014007,MMR014007701,Ywangan Town,ရွာငံ
MMR006,MMR006D003,MMR006010,MMR006010701,Bokpyin Town,ဘုတ်ပြင်း
MMR006,MMR006D003,MMR006010,MMR006010703,Karathuri Town,ကရသူရိ
MMR006,MMR006D003,MMR006010,MMR006010702,Pyigyimandaing Town,ပြည်ကြီးမဏ္ဍိုင်
MMR006,MMR006D001,MMR006001,MMR006001701,Dawei Town,ထားဝယ်
MMR006,MMR006D001,MMR006001,MMR006001702,Myitta Town,မေတ္တာ
MMR006,MMR006D003,MMR006009,MMR006009701,Kawthoung Town,ကော့သောင်း
MMR006,MMR006D003,MMR006009,MMR006009702,Khamaukgyi Town,ခမောက်ကြီး
MMR006,MMR006D002,MMR006006,MMR006006701,Kyunsu Town,ကျွန်းစု
MMR006,MMR006D001,MMR006002,MMR006002701,Launglon Town,လောင်းလုံး
MMR006,MMR006D002,MMR006005,MMR006005701,Myeik Town,မြိတ်
MMR006,MMR006D002,MMR006007,MMR006007703,Pala Town,ပလ
MMR006,MMR006D002,MMR006007,MMR006007702,Palauk Town,ပလောက်
MMR006,MMR006D002,MMR006007,MMR006007701,Palaw Town,ပုလော
MMR006,MMR006D002,MMR006008,MMR006008702,Maw Taung Town,မောတောင်
MMR006,MMR006D002,MMR006008,MMR006008701,Tanintharyi Town,တနင်္သာရီ
MMR006,MMR006D001,MMR006003,MMR006003701,Thayetchaung Town,သရက်ချောင်း
MMR006,MMR006D001,MMR006004,MMR006004702,Kaleinaung Town,ကလိန်အောင်
MMR006,MMR006D001,MMR006004,MMR006004701,Yebyu Town,ရေဖြူ
MMR013,MMR013D004,MMR013037,MMR013037701,Ahlone,အလုံ
MMR013,MMR013D004,MMR013044,MMR013044701,Bahan,ဗဟန်း
MMR013,MMR013D002,MMR013017,MMR013017701,Botahtaung,ဗိုလ်တထောင်
MMR013,MMR013D003,MMR013032,MMR013032701,Cocokyun Town,ကိုကိုးကျွန်း
MMR013,MMR013D004,MMR013043,MMR013043701,Dagon,ဒဂုံ
MMR013,MMR013D002,MMR013020,MMR013020701,Dagon Myothit (East),ဒဂုံမြို့သစ် (အရှေ့ပိုင်း)
MMR013,MMR013D002,MMR013019,MMR013019701,Dagon Myothit (North) Town,ဒဂုံမြို့သစ်(မြောက်ပိုင်း)
MMR013,MMR013D002,MMR013021,MMR013021701,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ် (ဆိပ်ကမ်း)
MMR013,MMR013D002,MMR013018,MMR013018701,Dagon Myothit (South) Town,ဒဂုံမြို့သစ်(တောင်ပိုင်း)
MMR013,MMR013D003,MMR013030,MMR013030701,Dala,ဒလ
MMR013,MMR013D002,MMR013014,MMR013014701,Dawbon,ဒေါပုံ
MMR013,MMR013D004,MMR013040,MMR013040701,Hlaing,လှိုင်
MMR013,MMR013D001,MMR013008,MMR013008701,Hlaingtharya Town,လှိုင်သာယာ
MMR013,MMR013D001,MMR013046,MMR013046701,Hlaingtharya (East) Town,လှိုင်သာယာ (အရှေ့ပိုင်း)
MMR013,MMR013D001,MMR013047,MMR013047701,Hlaingtharya (West) Town,လှိုင်သာယာ (အနောက်ပိုင်း)
MMR013,MMR013D001,MMR013004,MMR013004701,Hlegu Town,လှည်းကူး
MMR013,MMR013D001,MMR013003,MMR013003701,Hmawbi Town,မှော်ဘီ
MMR013,MMR013D001,MMR013006,MMR013006701,Htantabin Town,ထန်းတပင်
MMR013,MMR013D001,MMR013001,MMR013001701,Insein,အင်းစိန်
MMR013,MMR013D004,MMR013041,MMR013041701,Kamaryut,ကမာရွတ်
MMR013,MMR013D003,MMR013028,MMR013028701,Kawhmu Town,ကော့မှူး
MMR013,MMR013D003,MMR013026,MMR013026701,Kayan Town,ခရမ်း
MMR013,MMR013D003,MMR013029,MMR013029701,Kungyangon Town,ကွမ်းခြံကုန်း
MMR013,MMR013D004,MMR013033,MMR013033701,Kyauktada,ကျောက်တံတား
MMR013,MMR013D004,MMR013033,MMR013000777,Yangon City,ရန်ကုန်
MMR013,MMR013D003,MMR013024,MMR013024701,Kyauktan Town,ကျောက်တန်း
MMR013,MMR013D003,MMR013024,MMR013024702,Tadar Town,တံတား
MMR013,MMR013D004,MMR013038,MMR013038701,Kyeemyindaing,ကြည့်မြင်တိုင်
MMR013,MMR013D004,MMR013035,MMR013035701,Lanmadaw,လမ်းမတော်
MMR013,MMR013D004,MMR013036,MMR013036701,Latha,လသာ
MMR013,MMR013D004,MMR013042,MMR013042701,Mayangone,မရမ်းကုန်း
MMR013,MMR013D001,MMR013002,MMR013002702,Htaukkyant Town,ထောက်ကြန့်
MMR013,MMR013D001,MMR013002,MMR013002701,Mingaladon,မင်္ဂလာဒုံ
MMR013,MMR013D002,MMR013022,MMR013022701,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်
MMR013,MMR013D002,MMR013012,MMR013012701,North Okkalapa,မြောက်ဥက္ကလာပ
MMR013,MMR013D004,MMR013034,MMR013034701,Pabedan,ပန်းဘဲတန်း
MMR013,MMR013D002,MMR013016,MMR013016701,Pazundaung,ပုဇွန်တောင်
MMR013,MMR013D004,MMR013039,MMR013039701,Sanchaung,စမ်းချောင်း
MMR013,MMR013D003,MMR013031,MMR013031701,Seikgyikanaungto,ဆိပ်ကြီး/ခနောင်တို
MMR013,MMR013D004,MMR013045,MMR013045701,Seikkan,ဆိပ်ကမ်း
MMR013,MMR013D001,MMR013007,MMR013007701,Shwepyithar Town,ရွှေပြည်သာ
MMR013,MMR013D002,MMR013011,MMR013011701,South Okkalapa,တောင်ဥက္ကလာပ
MMR013,MMR013D001,MMR013005,MMR013005703,Ahpyauk Town,အဖျောက်
MMR013,MMR013D001,MMR013005,MMR013005702,Okekan Town,ဥက္ကံ
MMR013,MMR013D001,MMR013005,MMR013005701,Taikkyi Town,တိုက်ကြီး
MMR013,MMR013D002,MMR013015,MMR013015701,Tamwe,တာမွေ
MMR013,MMR013D002,MMR013013,MMR013013701,Thaketa,သာကေတ
MMR013,MMR013D003,MMR013023,MMR013023701,Thanlyin Town,သန်လျင်
MMR013,MMR013D002,MMR013009,MMR013009701,Thingangyun,သင်္ဃန်းကျွန်း
MMR013,MMR013D003,MMR013025,MMR013025701,Thongwa Town,သုံးခွ
MMR013,MMR013D003,MMR013027,MMR013027701,Twantay Town,တွံတေး
MMR013,MMR013D002,MMR013010,MMR013010701,Yankin,ရန်ကင်း
